id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine
4571,7.18,21,39924.59,2691.01,9087.63,338.87,338.87,843.33,288,698.02,3.02,1,15.72,1.04,46.3,0.92,0.97,0.99
4572,8.22,24,54251.53,3108.67,9402.85,471.8,471.8,945.43,288,735.16,3.68,1,18.84,1.04,64.75,1.28,0.97,0.99
4573,6.21,18,42212.65,2687.36,8598.35,364.83,364.83,843.4,288,691.06,3.1,1,15.82,1.04,50.04,1.04,0.97,0.99
4574,4.18,12,26203.49,2115.61,7767.12,227.91,227.91,701.92,288,633,2.3,1,11.84,1.03,31.65,0.68,0.97,0.99
4575,2.12,6,4738.94,1391.05,6879.6,33,33,536.46,288,566.7,1.27,1,6.8,1.02,5.85,0.17,0.97,0.99
4576,3.13,9,8689.26,1435.5,7233.19,67.16,67.16,575.79,288,582.69,1.42,1,7.61,1.02,11.58,0.24,0.97,0.99
4577,4.15,12,14911.19,1619.52,7790.06,116.47,116.47,644.58,288,609.02,1.71,1,9.15,1.02,18.19,0.36,0.97,0.99
4578,5.16,15,22048.92,1926.41,8362.71,178.43,178.43,707.57,288,638.11,2.08,1,11.05,1.03,25.52,0.51,0.97,0.99
4579,6.15,18,30137.35,2303.28,8813.79,251.23,251.23,769.94,288,666.16,2.52,1,13.26,1.03,34.48,0.68,0.97,0.99
4580,7.18,21,39924.56,2691.01,9088.28,338.81,338.81,842.28,288,697.84,3.02,1,15.7,1.04,46.21,0.91,0.97,0.99
4581,8.22,24,54251.81,3108.67,9403.43,471.67,471.67,944.46,288,735,3.68,1,18.82,1.04,64.66,1.28,0.97,0.99
4582,6.21,18,42470.72,2688.14,8600.31,364.77,364.77,850.21,288,692.13,3.1,1,15.86,1.04,49.97,1.05,0.97,0.99
4583,4.18,12,26491.91,2117.3,7770.37,228.03,228.03,709.4,288,634.23,2.31,1,11.88,1.03,31.16,0.69,0.97,0.99
4584,2.12,6,5026.96,1392.75,6883.43,33.22,33.22,543.96,288,567.92,1.28,1,6.85,1.02,5.39,0.18,0.97,0.99
4585,3.13,9,8719.66,1436.41,7236.14,67.32,67.32,575.54,288,582.7,1.42,1,7.61,1.02,11.1,0.24,0.97,0.99
4586,4.15,12,14911.27,1619.52,7791.88,116.47,116.47,643.71,288,608.86,1.71,1,9.14,1.02,18.15,0.36,0.97,0.99
4587,5.16,15,22049.09,1926.4,8364.02,178.42,178.42,706.6,288,637.93,2.08,1,11.04,1.03,25.46,0.5,0.97,0.99
4588,6.15,18,30137.36,2303.27,8814.6,251.23,251.23,768.93,288,665.98,2.52,1,13.24,1.03,34.41,0.68,0.97,0.99
4589,7.18,21,39924.54,2691,9088.93,338.84,338.84,841.24,288,697.66,3.02,1,15.68,1.04,46.13,0.91,0.97,0.99
4590,8.22,24,54251.8,3108.67,9404,471.7,471.7,943.49,288,734.85,3.68,1,18.8,1.04,64.56,1.28,0.97,0.99
4591,6.21,18,42661.77,2687.64,8601.35,364.76,364.76,854.97,288,692.81,3.11,1,15.88,1.04,49.9,1.05,0.97,0.99
4592,4.18,12,26700.46,2117.15,7772.35,228.07,228.07,714.7,288,635.02,2.32,1,11.91,1.03,31.08,0.7,0.97,0.99
4593,2.12,6,5235.42,1392.59,6885.99,33.26,33.26,549.28,288,568.71,1.28,1,6.89,1.02,5.33,0.19,0.97,0.99
4594,3.13,9,8737.2,1436.76,7238.73,67.39,67.39,575.19,288,582.65,1.42,1,7.61,1.02,11.03,0.24,0.97,0.99
4595,4.15,12,14911.41,1619.52,7793.7,116.48,116.48,642.84,288,608.7,1.71,1,9.13,1.02,18.11,0.36,0.97,0.99
4596,5.16,15,22049.25,1926.4,8365.33,178.43,178.43,705.64,288,637.74,2.08,1,11.03,1.03,25.4,0.5,0.97,0.99
4597,6.15,18,30137.36,2303.27,8815.41,251.25,251.25,767.91,288,665.79,2.52,1,13.23,1.03,34.34,0.68,0.97,0.99
4598,7.18,21,39924.45,2691,9089.58,338.86,338.86,840.2,288,697.48,3.02,1,15.67,1.04,46.05,0.91,0.97,0.99
4599,8.22,24,54251.86,3108.67,9404.58,471.8,471.8,942.52,288,734.69,3.68,1,18.78,1.04,64.47,1.28,0.97,0.99
4600,6.21,18,42810.84,2686.87,8602.18,364.8,364.8,858.44,288,693.22,3.11,1,15.88,1.04,49.84,1.06,0.97,0.99
4601,4.18,12,26868.85,2116.8,7774.16,228.19,228.19,718.72,288,635.53,2.33,1,11.93,1.03,30.79,0.7,0.97,0.99
4602,2.12,6,5403.62,1392.25,6888.39,33.29,33.29,553.33,288,569.22,1.29,1,6.91,1.02,5.06,0.19,0.97,0.99
4603,3.13,9,8756.56,1437.17,7241.37,67.47,67.47,574.85,288,582.6,1.42,1,7.61,1.02,10.74,0.24,0.97,0.99
4604,4.15,12,14911.56,1619.52,7795.53,116.48,116.48,641.97,288,608.54,1.71,1,9.12,1.02,18.06,0.36,0.97,0.99
4605,5.16,15,22049.52,1926.39,8366.65,178.44,178.44,704.68,288,637.56,2.08,1,11.02,1.03,25.35,0.5,0.97,0.99
4606,6.15,18,30137.46,2303.27,8816.23,251.25,251.25,766.9,288,665.6,2.52,1,13.21,1.03,34.28,0.68,0.97,0.99
4607,7.18,21,39924.43,2690.99,9090.23,338.83,338.83,839.16,288,697.3,3.02,1,15.65,1.04,45.97,0.91,0.97,0.99
4608,8.22,24,54251.94,3108.67,9405.15,471.76,471.76,941.56,288,734.54,3.68,1,18.76,1.04,64.38,1.27,0.97,0.99
4609,6.21,18,43116.6,2683.75,8601.6,364.57,364.57,866.12,288,694.25,3.12,1,15.92,1.04,49.77,1.07,0.97,0.99
4610,4.18,12,27184.09,2113.85,7774.39,228.01,228.01,726.78,288,636.6,2.34,1,11.97,1.03,30.67,0.71,0.97,0.99
4611,2.12,6,5718.64,1389.29,6889.19,33.13,33.13,561.41,288,570.29,1.3,1,6.96,1.02,4.97,0.2,0.97,0.99
4612,3.13,9,8766.06,1437.35,7243.83,67.5,67.5,574.34,288,582.48,1.42,1,7.6,1.02,10.63,0.24,0.97,0.99
4613,4.15,12,14911.67,1619.52,7797.35,116.47,116.47,641.1,288,608.38,1.71,1,9.11,1.02,18.02,0.36,0.97,0.99
4614,5.16,15,22049.71,1926.39,8367.96,178.43,178.43,703.72,288,637.37,2.08,1,11.01,1.03,25.29,0.5,0.97,0.99
4615,6.15,18,30137.48,2303.26,8817.04,251.24,251.24,765.89,288,665.41,2.52,1,13.2,1.03,34.21,0.68,0.97,0.99
4616,7.18,21,39924.35,2690.99,9090.87,338.83,338.83,838.12,288,697.12,3.01,1,15.63,1.04,45.89,0.91,0.97,0.99
4617,8.22,24,54252.1,3108.67,9405.72,471.73,471.73,940.6,288,734.38,3.68,1,18.73,1.04,64.28,1.27,0.97,0.99
4618,6.21,18,43633.33,2674.23,8597.11,363.99,363.99,880.96,288,695.76,3.14,1,15.98,1.04,51.07,1.09,0.97,0.99
4619,4.18,12,27777.54,2105.72,7771.5,227.69,227.69,743.64,288,638.44,2.35,1,12.05,1.03,31.23,0.74,0.97,0.99
4620,2.12,6,6311.79,1381.16,6886.9,32.83,32.83,578.29,288,572.13,1.31,1,7.05,1.02,5.56,0.23,0.97,0.99
4621,3.13,9,8842.8,1438.73,7247.08,67.76,67.76,575.46,288,582.67,1.42,1,7.61,1.02,9.84,0.24,0.97,0.99
4622,4.15,12,14911.73,1619.52,7799.17,116.47,116.47,640.24,288,608.22,1.71,1,9.1,1.02,17.98,0.36,0.97,0.99
4623,5.16,15,22049.83,1926.39,8369.27,178.43,178.43,702.76,288,637.19,2.08,1,11,1.03,25.24,0.5,0.97,0.99
4624,6.15,18,30137.49,2303.26,8817.85,251.22,251.22,764.89,288,665.23,2.52,1,13.19,1.03,34.14,0.68,0.97,0.99
4625,7.18,21,39924.34,2690.98,9091.52,338.82,338.82,837.09,288,696.94,3.01,1,15.62,1.04,45.8,0.91,0.97,0.99
4626,8.22,24,54252.1,3108.67,9406.29,471.67,471.67,939.64,288,734.23,3.68,1,18.71,1.04,64.19,1.27,0.97,0.99
4627,6.21,18,43614.02,2664.78,8592.35,363.41,363.41,882.13,288,695.33,3.13,1,15.95,1.04,56.08,1.09,0.97,0.99
4628,4.18,12,27765.16,2096.32,7767.47,227.12,227.12,745.11,288,638.11,2.35,1,12.02,1.03,36.36,0.74,0.97,0.99
4629,2.12,6,6299.34,1371.76,6883.46,32.3,32.3,579.79,288,571.8,1.31,1,7.03,1.02,10.7,0.23,0.97,1
4630,3.13,9,8849.83,1438.79,7249.48,67.77,67.77,574.88,288,582.61,1.42,1,7.6,1.02,9.9,0.24,0.97,1
4631,4.15,12,14911.84,1619.52,7801,116.48,116.48,639.38,288,608.06,1.71,1,9.09,1.02,17.94,0.36,0.97,1
4632,5.16,15,22050.03,1926.38,8370.58,178.44,178.44,701.8,288,637.01,2.08,1,10.99,1.03,25.18,0.5,0.97,1
4633,6.15,18,30137.48,2303.26,8818.66,251.25,251.25,763.89,288,665.04,2.52,1,13.17,1.03,34.07,0.67,0.97,1
4634,7.18,21,39924.3,2690.98,9092.16,338.8,338.8,836.06,288,696.76,3.01,1,15.6,1.04,45.72,0.91,0.97,1
4635,8.22,24,54252.26,3108.67,9406.86,471.77,471.77,938.68,288,734.08,3.68,1,18.69,1.04,64.1,1.27,0.97,1
4636,6.21,18,43262.58,2658.08,8589.09,363.11,363.11,873.79,288,693.81,3.12,1,15.86,1.04,58.78,1.08,0.97,1
4637,4.18,12,27469.15,2090.43,7765.44,227.01,227.01,738.4,288,636.81,2.34,1,11.96,1.03,38.86,0.73,0.97,1
4638,2.12,6,6003.05,1365.87,6882.01,32.08,32.08,573.09,288,570.49,1.3,1,6.97,1.02,13.23,0.23,0.97,1
4639,3.13,9,8905.28,1439.6,7252.36,67.92,67.92,575.62,288,582.68,1.43,1,7.61,1.02,9.64,0.24,0.97,1
4640,4.15,12,14911.99,1619.52,7802.82,116.47,116.47,638.52,288,607.9,1.71,1,9.08,1.02,17.89,0.35,0.97,1
4641,5.16,15,22050.21,1926.38,8371.89,178.43,178.43,700.85,288,636.82,2.08,1,10.98,1.03,25.13,0.5,0.97,1
4642,6.15,18,30137.54,2303.25,8819.47,251.21,251.21,762.89,288,664.85,2.52,1,13.16,1.03,34,0.67,0.97,1
4643,7.18,21,39924.24,2690.97,9092.81,338.77,338.77,835.04,288,696.58,3.01,1,15.58,1.04,45.64,0.9,0.97,1
4644,8.22,24,54252.37,3108.67,9407.43,471.74,471.74,937.73,288,733.92,3.68,1,18.67,1.04,64.01,1.27,0.97,1
4645,6.21,18,42770.44,2653.96,8587.28,362.89,362.89,861.04,288,691.85,3.1,1,15.76,1.04,60.14,1.07,0.97,1
4646,4.18,12,26980.23,2086.29,7764.3,226.78,226.78,725.87,288,634.88,2.32,1,11.86,1.03,40.25,0.72,0.97,1
4647,2.12,6,5513.92,1361.73,6881.47,31.85,31.85,560.59,288,568.56,1.29,1,6.88,1.02,14.64,0.21,0.97,1
4648,3.13,9,8908.55,1439.57,7254.7,67.93,67.93,574.96,288,582.56,1.42,1,7.6,1.02,9.62,0.24,0.97,1
4649,4.15,12,14912.13,1619.52,7804.65,116.48,116.48,637.66,288,607.74,1.71,1,9.08,1.02,17.85,0.35,0.97,1
4650,5.16,15,22050.42,1926.38,8373.21,178.44,178.44,699.9,288,636.64,2.08,1,10.97,1.03,25.07,0.5,0.97,1
4651,6.15,18,30137.59,2303.25,8820.29,251.23,251.23,761.89,288,664.67,2.51,1,13.15,1.03,33.93,0.67,0.97,1
4652,7.18,21,39924.21,2690.97,9093.45,338.84,338.84,834.02,288,696.4,3.01,1,15.57,1.04,45.56,0.9,0.97,1
4653,8.22,24,54252.34,3108.67,9407.99,471.69,471.69,936.78,288,733.77,3.68,1,18.65,1.04,63.91,1.27,0.97,1
4654,6.21,18,42237.6,2652.75,8587.16,362.76,362.76,845.66,288,689.47,3.09,1,15.65,1.04,59.88,1.05,0.97,1
4655,4.18,12,26521.87,2086.01,7765.47,226.78,226.78,712.64,288,632.85,2.31,1,11.77,1.03,40.02,0.7,0.97,1
4656,2.12,6,5055.48,1361.45,6883.23,31.96,31.96,547.38,288,566.53,1.27,1,6.79,1.02,14.43,0.2,0.97,1
4657,3.13,9,8983.08,1440.5,7257.65,68.1,68.1,576.23,288,582.75,1.43,1,7.61,1.02,9.59,0.24,0.97,1
4658,4.15,12,14912.26,1619.52,7806.48,116.48,116.48,636.8,288,607.58,1.71,1,9.07,1.02,17.81,0.35,0.97,1
4659,5.16,15,22050.62,1926.37,8374.52,178.46,178.46,698.95,288,636.46,2.08,1,10.95,1.03,25.01,0.5,0.97,1
4660,6.15,18,30137.62,2303.24,8821.1,251.25,251.25,760.89,288,664.48,2.51,1,13.13,1.03,33.87,0.67,0.97,1
4661,7.18,21,39924.15,2690.97,9094.1,338.81,338.81,833,288,696.22,3.01,1,15.55,1.04,45.48,0.9,0.97,1
4662,8.22,24,54252.39,3108.67,9408.55,471.66,471.66,935.83,288,733.62,3.68,1,18.63,1.04,63.82,1.26,0.97,1
4663,6.21,18,41652.67,2655.37,8589.29,362.85,362.85,825.73,288,686.49,3.06,1,15.52,1.04,57.41,1.02,0.97,1
4664,4.18,12,25958.55,2088.89,7768.49,226.97,226.97,693.41,288,629.98,2.29,1,11.64,1.03,37.59,0.68,0.97,1
4665,2.12,6,4491.99,1364.34,6886.85,32.15,32.15,528.17,288,563.66,1.25,1,6.68,1.02,12.02,0.17,0.97,1
4666,3.13,9,9004.73,1440.77,7260.19,68.15,68.15,576.05,288,582.71,1.43,1,7.61,1.02,9.57,0.24,0.97,1
4667,4.15,12,14912.32,1619.52,7808.3,116.49,116.49,635.95,288,607.42,1.71,1,9.06,1.02,17.76,0.35,0.97,1
4668,5.16,15,22050.77,1926.37,8375.83,178.45,178.45,698.01,288,636.28,2.08,1,10.94,1.03,24.96,0.49,0.97,1
4669,6.15,18,30137.67,2303.24,8821.91,251.24,251.24,759.9,288,664.3,2.51,1,13.12,1.03,33.8,0.67,0.97,1
4670,7.18,21,39924.17,2690.96,9094.74,338.8,338.8,831.98,288,696.05,3.01,1,15.53,1.04,45.4,0.9,0.97,1
4671,8.22,24,54252.76,3108.67,9409.11,471.66,471.66,934.89,288,733.47,3.68,1,18.61,1.04,63.73,1.26,0.97,1
4672,6.21,18,41500.75,2657.59,8591.72,362.99,362.99,818.75,288,685.49,3.06,1,15.47,1.04,55.85,1.01,0.97,1
4673,4.18,12,25851.02,2091.53,7771.86,227.17,227.17,687.74,288,629.19,2.28,1,11.61,1.03,36.06,0.67,0.97,1
4674,2.12,6,4383.98,1366.97,6890.81,32.34,32.34,522.52,288,562.86,1.25,1,6.65,1.02,10.52,0.17,0.97,1
4675,3.13,9,9049.15,1441.18,7262.8,68.23,68.23,576.48,288,582.77,1.43,1,7.61,1.02,9.54,0.24,0.97,1
4676,4.15,12,14912.52,1619.53,7810.14,116.48,116.48,635.1,288,607.26,1.71,1,9.05,1.02,17.72,0.35,0.97,1
4677,5.16,15,22051,1926.37,8377.15,178.45,178.45,697.07,288,636.1,2.08,1,10.93,1.03,24.9,0.49,0.97,1
4678,6.15,18,30137.73,2303.24,8822.72,251.27,251.27,758.91,288,664.12,2.51,1,13.11,1.03,33.73,0.67,0.97,1
4679,7.18,21,39924.06,2690.96,9095.38,338.86,338.86,830.97,288,695.87,3.01,1,15.52,1.04,45.32,0.9,0.97,1
4680,8.22,24,54252.62,3108.67,9409.67,471.72,471.72,933.94,288,733.32,3.67,1,18.59,1.04,63.64,1.26,0.97,1
4681,6.21,18,42766.19,2659.54,8573.69,363.15,363.15,862.95,288,692.47,3.1,1,15.75,1.04,58.16,1.06,0.97,0.99
4682,4.18,12,26813.64,2080.64,7723.75,224.94,224.94,733.63,288,635.84,2.31,1,11.88,1.03,44.38,0.72,0.97,0.98
4683,2.12,6,5345.72,1356.08,6820.39,30.09,30.09,575.2,288,570.7,1.28,1,6.99,1.02,19.15,0.23,0.97,0.98
4684,3.13,9,8744.67,1428.33,7193.45,65.84,65.84,591.44,288,584.79,1.42,1,7.73,1.02,16.14,0.26,0.97,0.98
4685,4.15,12,14909.28,1619.5,7762.87,116.45,116.45,656.53,288,611.08,1.71,1,9.28,1.02,18.79,0.37,0.97,0.98
4686,5.16,15,22037.45,1926.19,8342.73,178.33,178.33,720.84,288,640.5,2.09,1,11.21,1.03,26.28,0.52,0.97,0.98
4687,6.15,18,30128.71,2303.06,8801.28,251.16,251.16,783.85,288,668.56,2.52,1,13.45,1.03,35.43,0.7,0.97,0.98
4688,7.18,21,39916.25,2690.76,9078.22,338.72,338.72,856.52,288,700.14,3.03,1,15.94,1.04,47.35,0.94,0.97,0.98
4689,8.22,24,54248.93,3108.61,9394.52,471.66,471.66,957.52,288,736.95,3.7,1,19.13,1.04,65.9,1.31,0.97,0.98
4690,6.21,18,42071.43,2657.7,8561.72,362.98,362.98,858.21,288,691.82,3.1,1,16.02,1.04,59.73,1.07,0.97,0.98
4691,4.18,12,26120.72,2078.91,7716.26,224.82,224.82,720.23,288,633.92,2.3,1,11.98,1.03,45.04,0.72,0.97,0.98
4692,2.12,6,4659.91,1354.37,6820.94,30,30,554.64,288,567.65,1.26,1,6.85,1.02,18.99,0.2,0.97,0.98
4693,3.13,9,8746.17,1428.41,7195.85,65.86,65.86,590.64,288,584.66,1.42,1,7.72,1.02,16.01,0.26,0.97,0.98
4694,4.15,12,14909.41,1619.5,7764.67,116.46,116.46,655.62,288,610.92,1.71,1,9.27,1.02,18.75,0.37,0.97,0.98
4695,5.16,15,22037.7,1926.2,8344.04,178.32,178.32,719.84,288,640.31,2.08,1,11.2,1.03,26.23,0.52,0.97,0.98
4696,6.15,18,30128.76,2303.07,8802.1,251.18,251.18,782.79,288,668.37,2.52,1,13.44,1.03,35.36,0.7,0.97,0.98
4697,7.18,21,39916.54,2690.78,9078.86,338.78,338.78,855.44,288,699.95,3.02,1,15.93,1.04,47.27,0.94,0.97,0.98
4698,8.22,24,54249.55,3108.63,9395.11,471.72,471.72,956.52,288,736.78,3.7,1,19.11,1.04,65.84,1.3,0.97,0.98
4699,6.21,18,41673.15,2660.01,8563.84,363.13,363.13,843.21,288,689.65,3.08,1,15.92,1.04,57.63,1.05,0.97,0.98
4700,4.18,12,25693.92,2081.75,7719.42,225.03,225.03,704.23,288,631.63,2.29,1,11.87,1.03,42.66,0.7,0.97,0.98
4701,2.12,6,4232.65,1357.21,6824.66,30.23,30.23,538.68,288,565.36,1.24,1,6.76,1.02,16.6,0.18,0.97,0.98
4702,3.13,9,8718.03,1428.96,7198.52,65.96,65.96,588.74,288,584.37,1.42,1,7.71,1.02,15.66,0.25,0.97,0.98
4703,4.15,12,14909.48,1619.5,7766.48,116.44,116.44,654.73,288,610.75,1.71,1,9.26,1.02,18.7,0.37,0.97,0.98
4704,5.16,15,22037.98,1926.21,8345.35,178.32,178.32,718.84,288,640.11,2.08,1,11.19,1.03,26.17,0.52,0.97,0.98
4705,6.15,18,30128.82,2303.08,8802.92,251.15,251.15,781.74,288,668.17,2.52,1,13.42,1.03,35.28,0.7,0.97,0.98
4706,7.18,21,39916.82,2690.8,9079.51,338.73,338.73,854.37,288,699.76,3.02,1,15.91,1.04,47.18,0.93,0.97,0.98
4707,8.22,24,54250.06,3108.64,9395.7,471.68,471.68,955.52,288,736.61,3.7,1,19.08,1.04,65.75,1.3,0.97,0.98
4708,6.21,18,41484.33,2665.8,8568.52,363.44,363.44,832.6,288,688.4,3.07,1,15.86,1.04,53.97,1.04,0.97,0.98
4709,4.18,12,25442.08,2089.11,7725.81,225.66,225.66,691.09,288,630.1,2.28,1,11.81,1.03,38.09,0.68,0.97,0.98
4710,2.12,6,3980.38,1364.57,6831.61,30.82,30.82,525.56,288,563.84,1.23,1,6.7,1.02,12.04,0.16,0.97,0.98
4711,3.13,9,8655.25,1430.54,7201.87,66.24,66.24,585.27,288,583.94,1.42,1,7.69,1.02,14.69,0.25,0.97,0.98
4712,4.15,12,14909.65,1619.5,7768.28,116.46,116.46,653.83,288,610.59,1.71,1,9.25,1.02,18.66,0.37,0.97,0.98
4713,5.16,15,22038.46,1926.22,8346.66,178.33,178.33,717.84,288,639.92,2.08,1,11.18,1.03,26.11,0.52,0.97,0.98
4714,6.15,18,30129.15,2303.09,8803.75,251.16,251.16,780.69,288,667.98,2.52,1,13.41,1.03,35.21,0.7,0.97,0.98
4715,7.18,21,39917.08,2690.82,9080.17,338.74,338.74,853.3,288,699.57,3.02,1,15.89,1.04,47.1,0.93,0.97,0.98
4716,8.22,24,54250.05,3108.65,9396.28,471.69,471.69,954.52,288,736.45,3.69,1,19.06,1.04,65.65,1.3,0.97,0.98
4717,6.21,18,41606.43,2674.67,8575.72,363.94,363.94,833.51,288,688.97,3.08,1,15.87,1.04,51.09,1.03,0.97,0.98
4718,4.18,12,25570.18,2097.87,7733.65,226.12,226.12,692.36,288,630.7,2.28,1,11.82,1.03,35.33,0.68,0.97,0.98
4719,2.12,6,4108.43,1373.32,6840.02,31.31,31.31,526.86,288,564.44,1.24,1,6.72,1.02,9.31,0.16,0.97,0.98
4720,3.13,9,8661.43,1430.43,7204.15,66.22,66.22,584.71,288,583.81,1.42,1,7.68,1.02,14.77,0.25,0.97,0.98
4721,4.15,12,14909.81,1619.51,7770.1,116.45,116.45,652.93,288,610.42,1.71,1,9.24,1.02,18.61,0.37,0.97,0.98
4722,5.16,15,22039.06,1926.24,8347.98,178.33,178.33,716.84,288,639.74,2.08,1,11.17,1.03,26.05,0.52,0.97,0.98
4723,6.15,18,30129.53,2303.11,8804.58,251.14,251.14,779.64,288,667.79,2.52,1,13.4,1.03,35.14,0.7,0.97,0.98
4724,7.18,21,39917.37,2690.84,9080.83,338.73,338.73,852.22,288,699.39,3.02,1,15.87,1.04,47.01,0.93,0.97,0.98
4725,8.22,24,54250.08,3108.65,9396.86,471.73,471.73,953.51,288,736.28,3.69,1,19.04,1.04,65.56,1.3,0.97,0.98
4726,6.21,18,42033.03,2684.98,8584.27,364.62,364.62,845.22,288,691.24,3.1,1,15.95,1.04,50.61,1.05,0.97,0.98
4727,4.18,12,25984.82,2108.87,7743.36,226.93,226.93,703.52,288,632.93,2.3,1,11.91,1.03,34.43,0.69,0.97,0.98
4728,2.12,6,4522.9,1384.32,6850.3,32.05,32.05,538.04,288,566.67,1.26,1,6.81,1.02,8.43,0.18,0.97,0.98
4729,3.13,9,8649.5,1431.12,7206.95,66.35,66.35,583.23,288,583.61,1.42,1,7.67,1.02,14.28,0.25,0.97,0.98
4730,4.15,12,14909.93,1619.51,7771.91,116.46,116.46,652.04,288,610.26,1.71,1,9.23,1.02,18.57,0.37,0.97,0.98
4731,5.16,15,22039.82,1926.27,8349.31,178.34,178.34,715.85,288,639.55,2.08,1,11.16,1.03,26,0.51,0.97,0.98
4732,6.15,18,30130.1,2303.14,8805.42,251.17,251.17,778.6,288,667.6,2.52,1,13.38,1.03,35.07,0.69,0.97,0.98
4733,7.18,21,39917.9,2690.87,9081.51,338.78,338.78,851.14,288,699.2,3.02,1,15.86,1.04,46.93,0.93,0.97,0.98
4734,8.22,24,54250.65,3108.65,9397.46,471.71,471.71,952.51,288,736.12,3.69,1,19.02,1.04,65.46,1.3,0.97,0.98
4735,6.21,18,42676.53,2687.13,8587.46,364.71,364.71,863.82,288,694.09,3.12,1,16.06,1.04,50.54,1.07,0.97,0.98
4736,4.18,12,26620.05,2111.77,7747.72,227.13,227.13,721.64,288,635.76,2.32,1,12.02,1.03,33.95,0.71,0.97,0.98
4737,2.12,6,5157.42,1387.22,6855.21,32.32,32.32,556.19,288,569.5,1.28,1,6.94,1.02,7.98,0.2,0.97,0.98
4738,3.13,9,8641.32,1431.87,7209.76,66.48,66.48,581.84,288,583.43,1.42,1,7.66,1.02,13.81,0.24,0.97,0.98
4739,4.15,12,14910.03,1619.51,7773.72,116.45,116.45,651.15,288,610.1,1.71,1,9.22,1.02,18.53,0.37,0.97,0.98
4740,5.16,15,22040.88,1926.3,8350.65,178.33,178.33,714.86,288,639.36,2.08,1,11.15,1.03,25.94,0.51,0.97,0.98
4741,6.15,18,30130.94,2303.17,8806.27,251.17,251.17,777.56,288,667.41,2.52,1,13.37,1.03,35,0.69,0.97,0.98
4742,7.18,21,39918.76,2690.9,9082.19,338.77,338.77,850.08,288,699.01,3.02,1,15.84,1.04,46.84,0.93,0.97,0.98
4743,8.22,24,54250.57,3108.66,9398.04,471.69,471.69,951.51,288,735.95,3.69,1,19,1.04,65.36,1.29,0.97,0.98
4744,6.21,18,43566.3,2675.41,8581.67,364,364,889.51,288,697.06,3.14,1,16.19,1.04,51.42,1.1,0.97,0.98
4745,4.18,12,27509.93,2100.57,7742.98,226.53,226.53,747.22,288,638.75,2.35,1,12.16,1.03,34.57,0.74,0.97,0.98
4746,2.12,6,6047.3,1376.02,6851.05,31.73,31.73,581.81,288,572.49,1.31,1,7.08,1.02,8.62,0.23,0.97,0.98
4747,3.13,9,8641.5,1432.4,7212.45,66.58,66.58,580.81,288,583.28,1.42,1,7.66,1.02,13.49,0.24,0.97,0.98
4748,4.15,12,14910.13,1619.51,7775.52,116.46,116.46,650.26,288,609.93,1.71,1,9.21,1.02,18.48,0.37,0.97,0.98
4749,5.16,15,22042.48,1926.34,8352.01,178.37,178.37,713.88,288,639.18,2.08,1,11.13,1.03,25.88,0.51,0.97,0.98
4750,6.15,18,30132.41,2303.21,8807.14,251.21,251.21,776.53,288,667.22,2.52,1,13.36,1.03,34.93,0.69,0.97,0.98
4751,7.18,21,39920.14,2690.94,9082.9,338.8,338.8,849.01,288,698.83,3.02,1,15.82,1.04,46.76,0.93,0.97,0.98
4752,8.22,24,54250.83,3108.66,9398.63,471.79,471.79,950.52,288,735.79,3.69,1,18.97,1.04,65.27,1.29,0.97,0.98
4753,6.21,18,43300,2659.22,8572.35,363.18,363.18,886.16,288,695.66,3.13,1,16.11,1.04,59.57,1.1,0.97,0.98
4754,4.18,12,27243.96,2084.89,7734.7,225.8,225.8,743.77,288,637.36,2.33,1,12.08,1.03,42.56,0.74,0.97,0.98
4755,2.12,6,5780.95,1360.34,6843.34,30.9,30.9,578.38,288,571.1,1.29,1,7.01,1.02,16.63,0.23,0.97,0.98
4756,3.13,9,8641.89,1432.91,7215.15,66.67,66.67,579.8,288,583.14,1.42,1,7.65,1.02,13.27,0.24,0.97,0.98
4757,4.15,12,14910.25,1619.51,7777.34,116.46,116.46,649.38,288,609.77,1.71,1,9.2,1.02,18.44,0.37,0.97,0.98
4758,5.16,15,22045.56,1926.41,8353.42,178.4,178.4,712.91,288,639,2.08,1,11.12,1.03,25.83,0.51,0.97,0.98
4759,6.15,18,30135.28,2303.28,8808.06,251.22,251.22,775.51,288,667.03,2.52,1,13.34,1.03,34.87,0.69,0.97,0.98
4760,7.18,21,39923,2691.02,9083.66,338.78,338.78,847.96,288,698.65,3.02,1,15.81,1.04,46.68,0.92,0.97,0.98
4761,8.22,24,54251.02,3108.66,9399.21,471.72,471.72,949.52,288,735.63,3.69,1,18.95,1.04,65.17,1.29,0.97,0.98
4762,6.21,18,42654.65,2654.35,8569.88,362.86,362.86,869.1,288,693.04,3.11,1,15.98,1.04,61.08,1.08,0.97,0.98
4763,4.18,12,26604.88,2080.93,7733.52,225.67,225.67,726.62,288,634.79,2.31,1,11.96,1.03,43.6,0.72,0.97,0.98
4764,2.12,6,5141.58,1356.38,6842.73,30.8,30.8,561.25,288,568.53,1.27,1,6.89,1.02,17.7,0.21,0.97,0.98
4765,3.13,9,8648.26,1433.82,7218.09,66.83,66.83,578.78,288,583.03,1.42,1,7.64,1.02,12.74,0.24,0.97,0.98
